height_x04_z03	0	-312.12371826171875	167.18954467773438	-2522.008544921875	6.2829413414001465	1.0	0.8194580078125	157281200
height_x04_z03	0	-329.1576843261719	165.8387908935547	-2500.175537109375	0.08713234961032867	0.8051785826683044	0.659912109375	157281264
height_x04_z03	0	-310.97320556640625	167.92132568359375	-2497.48974609375	4.932613372802734	0.6638604402542114	0.5440673828125	157281328
height_x04_z03	0	-319.5049743652344	167.86602783203125	-2506.90771484375	4.9326677322387695	0.5346474051475525	0.4381103515625	157281392
height_x04_z03	1	-307.3214416503906	166.311279296875	-2436.167236328125	4.475615978240967	0.8659571409225464	0.9515380859375	157283120
height_x04_z03	1	-278.48858642578125	170.3416290283203	-2494.39892578125	4.329066276550293	0.9497882723808289	1.043701171875	157283184
height_x04_z03	1	-369.20123291015625	162.6839141845703	-2563.367431640625	1.140284538269043	0.9623213410377502	1.070068359375	157283248
height_x04_z03	1	-315.6048583984375	156.47259521484375	-2373.864501953125	4.320301055908203	0.941437840461731	1.034423828125	157283312
height_x04_z03	2	-398.7965393066406	171.35165405273438	-2685.427734375	3.3126821517944336	1.3579611778259277	0.9422607421875	157878352
height_x04_z03	2	-544.6688232421875	167.6605224609375	-2554.563232421875	4.715110778808594	0.8521149754524231	0.5911865234375	157878416
height_x04_z03	3	-359.933349609375	174.66075134277344	-2693.805908203125	0.0	1.0	1.0	157882832
height_x04_z03	1	-383.6248474121094	170.2665557861328	-2586.78955078125	3.526928186416626	0.9622857570648193	1.070068359375	157882896
height_x04_z03	1	-431.99786376953125	161.02163696289062	-2548.115478515625	4.572717189788818	0.7602107524871826	0.84521484375	157882960
height_x04_z03	1	-400.1648254394531	184.115234375	-2732.679931640625	0.26856058835983276	0.8023196458816528	0.80224609375	157883024
height_x04_z03	1	-463.3545837402344	180.46212768554688	-2727.7890625	6.244207859039307	0.8332744836807251	0.8333740234375	157883088
height_x04_z03	1	-385.4103088378906	173.5108184814453	-2690.4169921875	5.1868367195129395	0.7380110025405884	0.738037109375	157883152
height_x04_z03	1	-456.0108642578125	169.49136352539062	-2702.501220703125	6.138988971710205	0.8333558440208435	0.8333740234375	157883216
height_x04_z03	4	-408.9876708984375	170.2083740234375	-2702.261962890625	0.21926666796207428	0.7531529664993286	0.753173828125	157884752
height_x04_z03	0	-428.59454345703125	162.37527465820312	-2376.067626953125	6.143979549407959	0.7055556178092957	0.578125	158601152
height_x04_z03	0	-392.1460266113281	162.63412475585938	-2378.180908203125	2.048610210418701	0.9017783403396606	0.739013671875	158601216
height_x04_z03	0	-382.8887634277344	163.55294799804688	-2398.09375	3.1533291339874268	0.6240664124488831	0.511474609375	158601280
height_x04_z03	0	-433.5570068359375	162.62062072753906	-2357.433837890625	5.6120381355285645	0.8010629415512085	0.656494140625	158601344
height_x04_z03	0	-550.4285888671875	160.60934448242188	-2292.547119140625	6.282989501953125	0.6241455078125	0.511474609375	158601408
height_x04_z03	0	-364.0034484863281	164.89512634277344	-2405.659423828125	6.283023834228516	0.7569580078125	0.620361328125	158601472
height_x04_z03	0	-541.1679077148438	160.36361694335938	-2313.67822265625	5.178155422210693	0.9018536806106567	0.739013671875	158601536
height_x04_z03	0	-343.8392333984375	164.89512634277344	-2402.072998046875	4.292641639709473	1.0498781204223633	0.8603515625	158601600
