1	TRN_78NUMBER01
1	TRN_BRIDGESEAM
1	TRN_CONDOROWBUILD_02
1	TRN_CONDOROWBUILD_UNDERGROUNDWALL_A_01
2	TRN_CONDOROWBUILD_UNDERGROUNDWALL_B_01
4	TRN_CONDOROWLOT_ROOF01_LOWEND
80	TRN_CP_ASYLUMA_MAINAA
6	TRN_CP_ASYLUMB
2	TRN_CP_ASYLUM_GASSTATIONB
2	TRN_CP_ASYLUM_GASSTATIONBA
2	TRN_CP_ASYLUM_MOUNTAINA
5	TRN_CP_ASYLUM_PROPSA
5	TRN_CP_ASYLUM_PROPSB
3	TRN_CP_ASYLUM_PROPSC
4	TRN_CP_ASYLUM_RETAINERA
4	TRN_CP_ASYLUM_RETAINERB
63	TRN_CP_ASYLUM_ROADA
12	TRN_CP_ASYLUM_STRIPMALLA
1	TRN_CP_BD_POND_A_01
5	TRN_CP_BD_ROAD_A_02
8	TRN_CP_BD_ROAD_A_03
9	TRN_CP_BD_ROAD_A_04
11	TRN_CP_BD_ROAD_A_06
4	TRN_CP_BD_ROAD_A_07
44	TRN_CP_BD_ROAD_A_09
3	TRN_CP_BD_TERRAIN_A_01
3	TRN_CP_BD_TERRAIN_A_03
6	TRN_CP_BD_TERRAIN_A_04
2	TRN_CP_BD_TERRAIN_A_05
14	TRN_CP_BD_TERRAIN_A_06
5	TRN_CP_BD_TERRAIN_A_07
13	TRN_CP_BD_TERRAIN_A_08
7	TRN_CP_BD_TERRAIN_A_09
11	TRN_CP_BD_TERRAIN_A_11
8	TRN_CP_BD_TERRAIN_A_12
6	TRN_CP_BD_TERRAIN_A_13
12	TRN_CP_BD_TERRAIN_A_14
5	TRN_CP_BD_TERRAIN_A_15
17	TRN_CP_BD_TERRAIN_A_17
11	TRN_CP_BD_TERRAIN_A_18
1	TRN_CP_BD_TERRAIN_A_19
1	TRN_CP_BD_TERRAIN_A_20
8	TRN_CP_BD_TERRAIN_A_21
5	TRN_CP_BD_TERRAIN_A_22
7	TRN_CP_BD_TERRAIN_A_23
5	TRN_CP_BD_TERRAIN_A_24
7	TRN_CP_BD_TERRAIN_A_25
7	TRN_CP_BD_TERRAIN_A_27
12	TRN_CP_BD_TERRAIN_A_28
2	TRN_CP_BEACHTRANS02
14	TRN_CP_BE_ROAD_A_01
25	TRN_CP_BE_ROAD_A_02
4	TRN_CP_BE_ROAD_A_03
10	TRN_CP_BE_TERRAIN_A_01
5	TRN_CP_BE_TERRAIN_A_02
2	TRN_CP_BE_TERRAIN_A_03
5	TRN_CP_BE_TERRAIN_A_04
2	TRN_CP_BE_TERRAIN_A_05
6	TRN_CP_BE_TERRAIN_A_06
3	TRN_CP_BE_TERRAIN_A_07
1	TRN_CP_BE_TERRAIN_A_08
19	TRN_CP_BE_TERRAIN_A_09
1	TRN_CP_BE_TERRAIN_A_10
8	TRN_CP_BE_TERRAIN_A_11
3	TRN_CP_BE_TERRAIN_A_12
19	TRN_CP_BE_TERRAIN_A_13
2	TRN_CP_BE_TERRAIN_A_14
1	TRN_CP_BE_TERRAIN_A_16
13	TRN_CP_BE_TERRAIN_A_17
1	TRN_CP_BE_TERRAIN_A_18
1	TRN_CP_BE_TERRAIN_A_19
2	TRN_CP_BE_TERRAIN_A_20
4	TRN_CP_BE_TERRAIN_A_21
7	TRN_CP_BE_TERRAIN_A_22
5	TRN_CP_BE_TERRAIN_A_23
4	TRN_CP_BE_TERRAIN_A_25
3	TRN_CP_BE_TERRAIN_A_26
3	TRN_CP_BE_TERRAIN_A_28
3	TRN_CP_BE_TERRAIN_A_29
4	TRN_CP_BE_TERRAIN_A_30
3	TRN_CP_BE_TERRAIN_A_31
2	TRN_CP_BE_TERRAIN_A_32
1	TRN_CP_BE_TERRAIN_A_33
1	TRN_CP_BE_TERRAIN_A_34
26	TRN_CP_BW_ROAD_A_01
5	TRN_CP_BW_ROAD_A_02
1	TRN_CP_BW_ROAD_A_03
3	TRN_CP_BW_TERRAIN_A_01
19	TRN_CP_BW_TERRAIN_A_02
3	TRN_CP_BW_TERRAIN_A_03
3	TRN_CP_BW_TERRAIN_A_04
1	TRN_CP_BW_TERRAIN_A_05
2	TRN_CP_BW_TERRAIN_A_06
8	TRN_CP_BW_TERRAIN_A_07
4	TRN_CP_BW_TERRAIN_A_08
1	TRN_CP_BW_TERRAIN_A_09
1	TRN_CP_BW_TERRAIN_A_10
1	TRN_CP_BW_TERRAIN_A_11
35	TRN_CP_BW_TERRAIN_A_12
2	TRN_CP_BW_TERRAIN_A_13
5	TRN_CP_BW_TERRAIN_A_14
3	TRN_CP_BW_TERRAIN_A_15
4	TRN_CP_BW_TERRAIN_A_16
4	TRN_CP_BW_TERRAIN_A_17
6	TRN_CP_CANNERYBRIDGE
1	TRN_CP_CANNERYBRIDGEA
5	TRN_CP_CANNERYDOCK
85	TRN_CP_CANNERYSHORESA
1	TRN_CP_CANNERYSHORESA01
1	TRN_CP_CANNERYSHORESA02
5	TRN_CP_CANNERYSHORESB
3	TRN_CP_CANNERYTUNNEL_01
2	TRN_CP_CANNERY_HWALL
52	TRN_CP_CANNERY_ROADA
4	TRN_CP_CANNERY_ROADA01
6	TRN_CP_CANNERY_ROADB
4	TRN_CP_CANNERY_ROADC
5	TRN_CP_CANNERY_ROADD
5	TRN_CP_CANNERY_ROADE
3	TRN_CP_CONDOWATER
3	TRN_CP_CONEY_ISLAND_FENCE
8	TRN_CP_CR_PRISON01
14	TRN_CP_CR_ROAD_A_01
2	TRN_CP_CR_ROAD_A_01_LOWEND
5	TRN_CP_CR_ROAD_A_02
5	TRN_CP_CR_ROAD_A_03
2	TRN_CP_CR_ROAD_A_03B
5	TRN_CP_CR_ROAD_A_04
20	TRN_CP_CR_ROAD_A_05
1	TRN_CP_CR_ROAD_A_10
17	TRN_CP_CR_TERRAIN_A_01
1	TRN_CP_CR_TERRAIN_A_01B
15	TRN_CP_CR_TERRAIN_A_02
11	TRN_CP_CR_TERRAIN_A_03
5	TRN_CP_CR_TERRAIN_A_04
11	TRN_CP_CR_TERRAIN_A_05
7	TRN_CP_CR_TERRAIN_A_06
3	TRN_CP_CR_TERRAIN_A_07
2	TRN_CP_CR_TERRAIN_A_07_TUNNEL_LOWEND
9	TRN_CP_CR_TERRAIN_A_08
5	TRN_CP_CR_TERRAIN_A_09_LOWEND
1	TRN_CP_CR_WATER_A_01
2	TRN_CP_FISHINGBRIDGEBASE
2	TRN_CP_FISHINGTUNNEL_01
104	TRN_CP_FISHINGVILLAGEA
1	TRN_CP_FISHINGVILLAGEAB
17	TRN_CP_FISHINGVILLAGE_ROADA
2	TRN_CP_FISHINGVILLAGE_ROADA01
18	TRN_CP_FISHINGVILLAGE_ROADC
4	TRN_CP_FISHINGVILLAGE_ROADD
4	TRN_CP_FISHINGVILLAGE_ROADE
2	TRN_CP_FISHINGVILLAGE_ROADF
2	TRN_CP_FISHINGVILLAGE_SHORTCUTA
8	TRN_CP_FISHINGVILLAGE_TORO_FISHING
7	TRN_CP_FREEWAYBARRIERA_01
3	TRN_CP_FREEWAYBARRIERB_01
59	TRN_CP_HYDROPLANT_01
18	TRN_CP_HYDROPLANT_02
11	TRN_CP_HYDROPLANT_03
16	TRN_CP_HYDROPLANT_04
5	TRN_CP_HYDROPLANT_DAM_01
2	TRN_CP_HYDROPLANT_RETAINERA
2	TRN_CP_HYDROPLANT_RETAINERB
34	TRN_CP_HYDROPLANT_ROADA
4	TRN_CP_IL_ROAD_A_01
3	TRN_CP_IL_ROAD_A_02
1	TRN_CP_IL_ROAD_A_03
1	TRN_CP_IL_ROAD_A_04
2	TRN_CP_IL_ROAD_A_04_LOWEND
13	TRN_CP_IL_ROAD_A_05
1	TRN_CP_IL_ROAD_A_06
1	TRN_CP_IL_ROAD_A_07
2	TRN_CP_IL_ROAD_A_07_LOWEND
8	TRN_CP_IL_ROAD_A_08
3	TRN_CP_IL_ROAD_A_09
18	TRN_CP_IL_ROAD_A_10
3	TRN_CP_IL_ROAD_A_11
4	TRN_CP_IL_ROAD_A_12
7	TRN_CP_IT_ROAD_A_01
2	TRN_CP_IT_ROAD_A_02
2	TRN_CP_IT_ROAD_A_03
6	TRN_CP_IT_ROAD_A_04
2	TRN_CP_IT_ROAD_A_05
3	TRN_CP_IT_ROAD_A_06
1	TRN_CP_IT_ROAD_A_07
10	TRN_CP_IT_ROAD_A_08
7	TRN_CP_IT_ROAD_A_09
9	TRN_CP_IT_ROAD_A_10
4	TRN_CP_IT_ROAD_A_11
1	TRN_CP_IT_ROAD_A_12
12	TRN_CP_IT_ROAD_A_13
12	TRN_CP_IT_ROAD_A_14_LOWEND
3	TRN_CP_IT_ROAD_A_15
3	TRN_CP_IT_ROAD_A_15A
5	TRN_CP_IT_ROAD_A_16
2	TRN_CP_IT_ROAD_A_17
3	TRN_CP_IT_ROAD_A_18
2	TRN_CP_IT_ROAD_A_19
7	TRN_CP_IT_ROAD_A_20
2	TRN_CP_IT_ROAD_A_21
31	TRN_CP_IT_TERRAIN_A_01
4	TRN_CP_IT_TERRAIN_A_01B
71	TRN_CP_IT_TERRAIN_A_02
5	TRN_CP_IT_TERRAIN_A_02B
6	TRN_CP_IT_TERRAIN_A_02C
15	TRN_CP_IT_TERRAIN_A_02D
1	TRN_CP_IT_TERRAIN_A_04
2	TRN_CP_IT_TERRAIN_A_05
1	TRN_CP_IT_TERRAIN_A_06
13	TRN_CP_IT_TERRAIN_A_07
4	TRN_CP_IT_TERRAIN_A_08
6	TRN_CP_IT_TERRAIN_A_09
2	TRN_CP_IT_TERRAIN_A_10
1	TRN_CP_IT_TERRAIN_A_11
3	TRN_CP_IT_TERRAIN_A_12
3	TRN_CP_IT_TERRAIN_A_13
9	TRN_CP_IT_TERRAIN_A_14_LOWEND
2	TRN_CP_IT_TERRAIN_A_17
13	TRN_CP_IT_TERRAIN_A_18
21	TRN_CP_IT_TERRAIN_A_19
32	TRN_CP_IT_TERRAIN_A_20
12	TRN_CP_IT_TERRAIN_A_22
3	TRN_CP_IT_TERRAIN_A_23
2	TRN_CP_IT_TERRAIN_A_24
65	TRN_CP_NORTHJUNCTIONA
1	TRN_CP_NORTHJUNCTIONWALLSA
6	TRN_CP_NORTHJUNCTION_CONCRETEWALLA_02
5	TRN_CP_NORTHJUNCTION_MOUNTAINA_01
42	TRN_CP_NS_ROAD_A_02
10	TRN_CP_NS_SHIP
78	TRN_CP_NS_TERRAIN_A_01
1	TRN_CP_NS_TERRAIN_A_02
13	TRN_CP_NS_TERRAIN_A_03
1	TRN_CP_NS_TERRAIN_A_04
75	TRN_CP_NS_TERRAIN_A_05
2	TRN_CP_NS_TERRAIN_A_05B
14	TRN_CP_NS_TERRAIN_A_06
6	TRN_CP_NS_TERRAIN_A_07
9	TRN_CP_NS_TERRAIN_A_08
3	TRN_CP_NS_TERRAIN_A_09
1	TRN_CP_NS_TERRAIN_A_10
1	TRN_CP_NS_TERRAIN_A_11
4	TRN_CP_NS_TERRAIN_A_12
3	TRN_CP_NS_TERRAIN_A_13
2	TRN_CP_OILPULLYBASE
1	TRN_CP_OILPULLYBASE_500
122	TRN_CP_OILREFINERYA
